category,city,country,created_on,description,email,facebook,fax,houseno,id,lat,lon,name,name_ascii,opening_hours,phone,postcode,promoted_until,src_id,state,street,twitter,updated_on,website
cafe,,,1487954222.000000,Cannabis seeds for Bitcoin. Online store.,,,,,9509.000000,52.333451,4.664040,Seed City,Seed City,,,,,,,,,1487954222.000000,http://www.seed-city.com
food,Santiago de Querétaro,MX,1487959975.000000,,hey@srconejo.com,,,20,9510.000000,20.592908,-100.395282,Sr Conejo,Sr Conejo,,,76000,,,Querétaro,Mariano Matamoros,,1487959975.000000,
cafe,Banská Štiavnica,SK,1487962529.000000,Specialty coffee cafe shop Bar,staraskola.sk@gmail.com,staraskolabs/,,121/9,9511.000000,48.458608,18.894033,Stará Škola,Stara Skola,,,96901,,,Slovakia,Andreja Kmeťa,,1487962529.000000,
shopping,Kennedy,CO,1487963067.000000,Productos para la decoracion de interiores ,dekora2013@gmail.com,dekorambientes1,,,9512.000000,4.646728,-74.139551,Dekora ambientes,Dekora ambientes,,+573168646122,110821,,,bogota,Calle 11A 79A 60,,1487963067.000000,https://www.dekorambientes.com/
default,Banská Štiavnica,SK,1487964611.000000,"Print, Design, Graphics Ads productions Company Marketing",samo@ctr.sk,divypesBS/,,125/13,9513.000000,48.458551,18.894467,"SaM Group, s. r. o.",,,,96901,,,Slovakia,Andreja Kmeťa,,1487965068.000000,
atm,Banská Štiavnica,SK,1487965042.000000,Opening hours: Monday - Saturday: 10:00 - 18:00 Sunday: 10:00 - 15:00,,stationbs/,,10,9514.000000,48.458633,18.894596,STATION,,,,96901,,,Slovakia,Andreja Kmeťa,,1487965129.000000,
food,Villa Nueva,AR,1488003997.000000,,dosespigas@gmail.com,dosespigasmza,,,9515.000000,-32.890029,-68.787863,Panadería Dos espigas,Panaderia Dos espigas,,261 4269406,5521,,,Mendoza,Nicolás Avellaneda 1670,,1488003997.000000,
food,Bangkok,TH,1488775711.000000,fresh and live seafood with resonable price,,seabreezeseafood,,9 Rama VI,9551.000000,13.784554,100.535502,sea breeze,sea breeze,,0818133992,10400,,,Phayathai,Sirat Expressway,,1488775711.000000,
grocery,Villé,FR,1488025719.000000,"Ionic and colloidal Minerals. Dietary supplements, buy colloidal silver, gold, platinum, as well as ionic Zinc, Iron or Indium. Now accepting Bitcoins !",assistance@silver47.eu,Silver47.eu/,,2,9516.000000,48.343176,7.307920,Silver47 Europe,Silver47 Europe,,,67220,,,,Rue d'Albé,,1488025719.000000,http://www.silver47.eu
atm,Neuchâtel,CH,1488044510.000000,"Bar, Lounge et restaurant Bitcoin ATM, Buy and Sell Operated by BitC Sàrl and Bity SA Limits: 2000CHF/EUR Paper wallet",support@bitc.ch,bitcsuisse,,3,9517.000000,46.992116,6.931252,BITC Sàrl and Bity SA - BTM network,,,0788511330,2000,,,,Faubourg de l'Hôpital,BitCsuisse,1488044521.000000,http://bitc.ch
nightlife,Neuchâtel,CH,1488044901.000000,"Bitcoin accepted Bitcoin ATM, Buy and Sell",support@bitc.ch,3pieces-et-demi,,3,9518.000000,46.992168,6.931188,"Trois piéces et demi, Bar - Lounge - restaurant",,,032 725 24 23,2000,,,,Faubourg de l'Hôpital,BitCsuisse,1488044957.000000,http://bitc.ch
shopping,Lakewood,US,1488048863.000000,Solar Installation and equipment sales,,,,,9519.000000,39.725409,-105.130448,"Paragon Solar, LLC",,,,80401,,,Colorado,West 6th Avenue Freeway,,1488048885.000000,http://www.paragon.solar
default,Tamworth,AU,1488074849.000000,,,,,40,9520.000000,-31.076911,150.921324,Tamworth Heart Clinic,Tamworth Heart Clinic,,,2340,,,New South Wales,Piper Street,,1488074849.000000,https://sites.google.com/site/tamworthheartclinic/
shopping,,,1488100480.000000,Online store accepting Bitcoin. Worldwide shipping.,,,,,9521.000000,33.621052,-7.592068,Fasttech.com,Fasttech.com,,,,,,,,,1488100480.000000,http://www.fasttech.com
food,札幌市,JP,1488120751.000000,,,Wine洋食-Grande-グランデ-1076046355760487/,,南6条西4丁目2‐4 野口ビル1F,9522.000000,43.052947,141.353158,Wine×洋食 GRANDE,WinexYang Shi  GRANDE,,011-206-0210,064-0806,,,Hokkaido,札幌駅前通,,1488120751.000000,https://r.gnavi.co.jp/gez7tna30000/
lodging,Gunten,CH,1488223834.000000,Bed and breakfast with a nice view to the lake of thun and the mountains around. Please call or write e-mail for direct booking.,schoenoertli@bluewin.ch,,,18,9523.000000,46.721432,7.687688,B&B Schönörtli,B&B Schonortli,,+41332434994,3654,,,BE,Aeschlenstrasse,,1488223834.000000,https://www.bedandbreakfast.eu/privatzimmer/gunten/b-b-schonortli/110329/
shopping,Zagreb,HR,1488319272.000000,,,uzishop,,2a,9524.000000,45.827203,16.063058,Uzi Shop d.o.o.,Uzi Shop d.o.o.,,,,,,,Čulinečka cesta,uzishop,1488319272.000000,https://www.uzishop.hr
default,Београд,RS,1488327364.000000,Dentistry,,,,,9525.000000,44.766206,20.411718,Dentist,Dentist,,,11000,,,,Tome maretica ,,1488327364.000000,http://www.stomatologija.info
default,Burnham,GB,1488377523.000000,Mortgage Advice,,,,,9526.000000,51.534197,-0.658295,Slough Mortgage Centre,,,01753 616737,SL1 7JP,,,Buckinghamshire,46-48a High Street,,1488377709.000000,http://slough-mortgage.co.uk
default,Πανόραμα,GR,1488485221.000000,Τεχνικό Γραφείο με εξειδίκευση σε Στατικές Μελέτες και  Λογισμικό κυρίως για Μηχανικούς,info@win2.gr,win2gr,,1,9530.000000,40.589417,23.036656,win² - Σύμβουλοι Μηχανικοί,,,2310345785,55236,,,Θεσσαλονίκη,Σαμανίδη,win2gr,1488485315.000000,https://win2.gr
default,Coral Gables,US,1488676398.000000,Doctor office. Anti-aging. Detox. Suboxone. Medical Marijuana. Pain Management. Cosmetic Surgery,iluminesse@gmail.com,,,205,9547.000000,25.756068,-80.257863,Dr. Rene Perez,,,7863737975,33134,,,Florida,145 Madeira Avenue,,1488676449.000000,http://rene-perez.com
default,Salem,US,1488498489.000000,Bicycle Sales & Service. Accepts Bitcoin,,,,288,9532.000000,42.796628,-71.236395,Cycles Etc,Cycles Etc,,603-890-3212,03079,,,New Hampshire,North Broadway,Cyclesetcnh,1488498489.000000,http://www.cyclesetcnh.com 
default,Salem,US,1488498505.000000,Bicycle Sales & Service. Accepts Bitcoin,,,,288,9533.000000,42.796628,-71.236395,Cycles Etc,,,603-890-3212,03079,,,New Hampshire,North Broadway,Cyclesetcnh,1488498543.000000,http://www.cyclesetcnh.com 
default,Manchester,US,1488497805.000000,Bicycle Sales & Service. Accepts Bitcoin,,,,450,9531.000000,42.976192,-71.474221,Cycles Etc,,,603-669-7993,03102,,,New Hampshire,Second Street,,1488498623.000000,http://www.cyclesetcnh.com 
food,Ciudad de México,MX,1488500250.000000,"Espacio multicultural con especial atención al cine independiente, música y artes escénicas. Contamos con servicio de bar y restaurante.",contacto.cinetonala@gmail.com,cinetonala,,261,9534.000000,19.409025,-99.160506,Cine Tonala,Cine Tonala,, 01 55 5264 4101,06760,,,Mexico,Tonalá,cinetonala,1488500250.000000,http://cinetonala.mx/
shopping,Nokomis,US,1488506364.000000,Home office for business,sales@heartlandmedianetworks.com,heartlandmedianetworks,,800,9535.000000,39.294122,-89.279387,Heartland Internet Media Networks,Heartland Internet Media Networks,,8662391145,62075,,,Illinois,Capps Ave,himnmedia,1488506364.000000,http://www.heartlandmedianetworks.com
atm,Detroit,US,1488547218.000000,2 way Bitcoin ATM,Support@SlonBTM.com,,,20501,9537.000000,42.410023,-83.241348,Slon BTM - Fielding Liquor,Slon BTM - Fielding Liquor,,8557566286,48219,,,Michigan,Grand River Avenue,SlonBTM,1488547218.000000,http://www.SlonBTM.com
default,Detroit,US,1488547365.000000,2 way Bitcoin ATM,Support@SlonBTM.com,,,18532,9538.000000,42.372052,-83.221350,Slon BTM - Plymouth Party Store,Slon BTM - Plymouth Party Store,,8557566286,48228,,,Michigan,Plymouth Road,SlonBTM,1488547365.000000,http://www.SlonBTM.com
atm,Eastpointe,US,1488547089.000000,2 way Bitcoin ATM,Support@SlonBTM.com,,,18405,9536.000000,42.465259,-82.930813,Slon BTM - A&B Market,,,855-756-6286,48021,,,Michigan,East 9 Mile Road,SlonBTM,1488547401.000000,http://www.SlonBTM.com
shopping,Praha,CZ,1488549104.000000,Natural health products and cosmetica from Siberia,tatianaoliva888@gmail.com,,,1331/32,9540.000000,50.076115,14.446040,Siberian Health,,,+420608577713,12000,,,,Chodská,,1488549155.000000,
shopping,Rio de Janeiro,BR,1488552595.000000,Eletronics internet shopping,contato@rogerimportados.com.br,Roger-Imports,,,9541.000000,-22.906380,-43.188479,Roger's Imports,Roger's Imports,,+55-21-96413-4497,20211-030,,,RJ,,,1488552595.000000,http://rogerimportados.com.br
default,Curitiba,BR,1488552980.000000,Internet Host and Services,suporte@x2n.com.br,,,,9542.000000,-25.425176,-49.266762,X2 Network,X2 Network,,,80030-010,,,PR,Rua Luiz Leão,,1488552980.000000,http://www.x2n.com.br
food,Santo André,BR,1488553697.000000,pizza delivery,ola@galleriadellapizza.com.br,galleriadellapizza,,,9543.000000,-23.640475,-46.545296,Galleria Della Pizza,Galleria Della Pizza,,+55-11-4473-3040,09060000,,,SP,,,1488553697.000000,http://www.galleriadellapizza.com.br
shopping,São José dos Campos,BR,1488554204.000000,Loja de roupas internet,,nowearbr,,,9544.000000,-23.187233,-45.886288,Nowear Camisetas,Nowear Camisetas,,+55-12-99152-1748,12210-090,,,SP,,,1488554204.000000,http://nowear.com.br/loja
shopping,São Carlos,BR,1488554432.000000,comércio equipamentos ergonômicos,vendas@ergosp.com.br,ergosp.com.br,,,9545.000000,-22.011934,-47.895498,Ergo SP Produtos Ergonômicos,Ergo SP Produtos Ergonomicos,,+55-16-3412-5219,13561-206,,,SP,,,1488554432.000000,http://ergosp.com.br
shopping,Brasília,BR,1488654566.000000,souveniers and more,contato@squarebrasilia.com,squarebrasilia,,,9546.000000,-15.787881,-47.889560,square brasilia,square brasilia,,55 61 32413623,71015-015,,,,SHN Quadra 5,sbbrasilia,1488654566.000000,http://squarebrasilia.com
sports,Spofford,US,1488762273.000000,,rmaibusch@PineGroveSprings.com,Pine-Grove-Springs-Golf-Course-126036704133066,,,9550.000000,42.907689,-72.428505,Pine Grove Springs Golf Course,,,603-363-4433,03462,,,New Hampshire,292 NH-9A,,1488762416.000000,http://PineGroveSprings.com
default,Fortaleza,BR,1488739136.000000,,fabionogueira_@hotmail.com,fabio.n.rocha,,2360,9549.000000,-3.737762,-38.507552,Consultório de psicologia,Consultorio de psicologia,,,60120-002,,,Ceará,Avenida Barão de Studart,,1488739136.000000,http://www.fabionogueirarocha.com
cafe,Αθήνα,GR,1488815541.000000,fresh juices and coffee,,cardia.cafe/,,98,9552.000000,37.976989,23.724359,Cardia Cafe,Cardia Cafe,,+302111140000,10554,,,,Ερμού,,1488815541.000000,http://cardia.cafe
sports,Trikala,GR,1488841125.000000,The best gym in the city! Listen to your body. 10% discount for payments with BItcoins or other cryptocurrencies!,fitnesstempo@gmail.com,fitnesstempo,,36,9554.000000,39.544600,21.760252,Fitness Tempo,,,+302431301583,42100,,,,Pilis,,1488841600.000000,
lodging,Criciúma,BR,1489281418.000000,O hotel mais bem localizado na cidade; Começaram reformas esse ano e está ficando épico!,recepcao@soraturhotel.com.br,soraturhotel,,,9580.000000,-28.677128,-49.366250,Soratur Hotel,Soratur Hotel,,(48) 34432260,88801-045,,,Santa Catarina,Rua Marechal Deodoro,,1489281418.000000,http://soraturhotel.com.br
default,São Paulo,BR,1489291897.000000,,,,,62,9581.000000,-23.585419,-46.718030,Quoted,Quoted,,,05424150,,,,Rua dos Três Imãos,,1489291897.000000,http://quoted.com.br/
default,Recife,BR,1489304861.000000,,sandinoandroid@gmail.com,sandinocoelho,,,9582.000000,-8.031174,-34.958544,Sandino Coelho - Técnico Informática,Sandino Coelho - Tecnico Informatica,,81995392201,50980-280,,,PE,Rua Gastão Vidigal,,1489304861.000000,
default,Holzkirchen,DE,1489351381.000000,Fashion Onlineshop for Men and Women.,gulielmo-design@outlook.de,gulielmodesign ,,21,9583.000000,47.850081,11.683418,Gulielmo Design,Gulielmo Design,,,83607,,,Bayern,Sufferloher Straße,GulielmoDesign,1489351381.000000,http://www.gulielmo-design.com
shopping,Kuusamo,FI,1488456287.000000,Tietokonekauppa/Verkkokauppa,asiakaspalvelu@mikrotukipalvelu.fi,mikrotukipalvelu,,38-40 A 3,9529.000000,65.970665,29.179881,Koillismaan Mikrotukipalvelu,,,0401907001,93600,,,,Kitkantie,,1494620317.000000,http://mikrotukipalvelu.fi/kauppa
cafe,,GR,1488841967.000000,The place to be away from civilazation! 10% discount for payments with bitcoins or other cryptos.,oranjebusparties@gmail.com,oranjebeachbar,,-,9555.000000,39.018467,23.039553,Oranje beach bar,,,+306936861570,37008,,,,No name on street,,1488842066.000000,http://www.oranjebus.com
default,Turnhout,BE,1489151448.000000,Selling tickets for your event.,info@event-tickets.be,,,74,9569.000000,51.319529,4.921033,Event-Tickets,,,,2300,,,Antwerp,Steenweg op Antwerpen,,1489151492.000000,https://www.event-tickets.be
lodging,Thessaloniki,GR,1488843390.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9562.000000,40.641292,22.947366,Aristotelis house (room 3),,,,54633,,,,Arethousas,,1488843502.000000,https://www.airbnb.com/rooms/10869044
lodging,Thessaloniki,GR,1488843192.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9560.000000,40.641304,22.947714,Aristotelis house (room 1),,,,54633,,,,Arethousas,,1488843513.000000,https://www.airbnb.com/rooms/12564973
lodging,Thessaloniki,GR,1488843303.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9561.000000,40.641011,22.947264,Aristotelis house (room 2),,,,54633,,,,Arethousas,,1488843520.000000,https://www.airbnb.com/rooms/10869295
lodging,Thessaloniki,GR,1488842798.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9558.000000,40.640954,22.940982,Alternative place with Jacuzzi,,,,54630,,,,Olimpou,,1488843535.000000,https://www.airbnb.com/rooms/12697324
lodging,Trikala,GR,1488842663.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9557.000000,39.542114,21.757473,Trikala cozy place,,,,42100,,,,Irinis 4,,1488843567.000000,https://www.airbnb.com/rooms/16334487
lodging,Kalambaka,GR,1488842344.000000,Best place to stay in the city! 10% discount with bitcoins & other cryptos. Check link & contact us for more info.,gale5ole@gmail.com,,,,9556.000000,39.704426,21.624275,Meteora view Appartment,,,,42200,,,,Sidirodromou ,,1488843588.000000,https://www.airbnb.com/rooms/7520656
atm,Richmond,CA,1488848293.000000,by appointment (call first),james@companionwholefoods.com,bitnational,,#115,9563.000000,49.125567,-123.088074,Companion Whole Foods,Companion Whole Foods,,888-928-9282,V7A 5C9,,,British Columbia,11960 Hammersmith Way,bitnational,1488848293.000000,http://www.bitnational.com
default,New Hyde Park,US,1398873329.000000,,,,,1645B,5987.000000,40.734744,-73.678576,I-Tech Security,,,,11040,,osm_way_94947960,New York,Jericho Turnpike,,1433785143.000000,http://www.itech-ny.com
shopping,Kouřim,CZ,1489017036.000000,One stop shop for the best Bitcoin hardware,sale@bitcointech.store,bitcointech.store/,,120,9564.000000,50.002571,14.976715,Bitcointech,,,+420 735 918 688,28161,,,,Mírové náměstí,bitcointechst,1489017056.000000,https://bitcointech.store
default,Brescia,IT,1489154273.000000,Consulenza di marketing e strategia digitale per il miglioramento delle performance aziendali. Attività di temporary marketing management.,dario.pagnoni@gmail.com,,,66,9570.000000,45.524239,10.210311,Marketing & Digital Strategy by Dario Pagnoni,Marketing & Digital Strategy by Dario Pagnoni,,,25122,,,BS,Via Cipro,,1489154273.000000,
default,Baan Lamai,TH,1489027543.000000,Real Estate Agency,,Pineapple Koh Samui,,,9565.000000,9.470503,100.041499,Pineapple Koh Samui,,,,84310,,,,124/666 Had Lamai Moo 3  Lamai 3,,1489027764.000000,
default,Sandnes,NO,1489068668.000000,,customerservice@adultshopping.no,,,4,9566.000000,58.877390,5.726699,Adultshopping,Adultshopping,,,4314,,,,Vestre Hamravei,,1489068668.000000,https://adultshopping.no
lodging,Rasen - Antholz,IT,1489097520.000000,"Your holiday apartments in South Tyrol, Dolomites.",info@residence-montana.it,,,4,9567.000000,46.787595,12.056755,Residence Montana***,Residence Montana***,,+390474496100,39030,,,,Pitzäcker,,1489097520.000000,http://www.residence-montana.it
default,Прага,CZ,1489145603.000000,"Kadeřnictví, салон красоты, hairdresser",salonsevilla@seznam.cz,salonsevilla.cz,,697/14,9568.000000,50.073757,14.431862,Salon Sevilla,Salon Sevilla,,+420774892150,12000,,,,Румынская улица,,1489145603.000000,
default,Brescia,IT,1489154513.000000,Cura dei difetti visivi e delle patologie oculuari con tecnica laser.,info@ilmo.it,Ilmo.Istituto.Laser.Microchirurgia.Oculare/?ref=bookmarks,,70,9571.000000,45.524442,10.215483,ILMO - Istituto Laser di Microchirurgia Oculare,ILMO - Istituto Laser di Microchirurgia Oculare,,0302428343,25122,,,Brescia,Via Cefalonia,ilmo_brescia,1489154513.000000,http://www.lmo.it
default,Provaglio d'Iseo,IT,1489154703.000000,Consulenza digital marketing e strategia aziendale. Temporary marketing management.,dario.pagnoni@gmail.com,,,58,9572.000000,45.632286,10.037223,Dario Pagnoni - Digital Marketing,Dario Pagnoni - Digital Marketing,,,25050,,,BS,Via Stazione Vecchia,dariopagnoni,1489154703.000000,
default,Frazier Park,US,1489167910.000000,"Business Services: Design, Development, Consulting, Marketing, Finances",dream@saarallc.com,saarallc,,3413,9573.000000,34.822092,-118.942419,Saara LLC,,,6612422659,93225,,,California,Mount Pinos Way,,1489167925.000000,http://saarallc.com
attraction,Manizales,CO,1489206495.000000,"Cuatro tenores líricos se unen para crear Bel Canto. imagina tu boda o evento escuchando Il Divo, Bochelli, Il Volo, arias de famosas operas en vivo, cantadas por tenores profesionales.",reservas@belcanto.com.co,agrupacionbelcanto,,,9575.000000,5.064334,-75.493981,Agrupación Bel Canto,Agrupacion Bel Canto,,3192354111,170004,,,Caldas,Carrera 20 52a-54,,1489206495.000000,http://www.belcanto.com.co
default,Manizales,CO,1489206802.000000,"Capacitacion y conferencias en Coaching ontològico y de ventas usando la PNL, psicología social y neuroliderazgo. Técnicas de cierre, calibracion, precalificacion de prospectos, rapport y persuación para las ventas y  servicio al cliente.",digital@inteligenciaemocional.com.co,webinteligenciaemocional,,,9576.000000,5.064003,-75.493315,Inteligencia Emocional,Inteligencia Emocional,,3155413984,170001,,,Caldas,Carrera 20 52A-54,inEmocional,1489206802.000000,http://www.inteligenciaemocional.co
default,Brașov,RO,1489228350.000000,vacantion houses for rent located aprox 30km from Brasov center,office@valeacuponei.ro,,,,9577.000000,45.751415,25.304689,Valea cu ponei Accomodation,Valea cu ponei Accomodation,,+40720443300,,,,,DN1,,1489228350.000000,http://www.valeacuponei.ro
sports,Jaraguá do Sul,BR,1489244899.000000,"Especializada em calçados e roupas, vendemos para todo o Brasil através do Site www.casaaliel.com.br ",vendas@casaaliel.com.br,casaaliel,,97,9578.000000,-26.482366,-49.082644,Casa Aliel,Casa Aliel,,4733711895,89251-680,,,Santa Catarina,Avenida Marechal Deodoro da Fonseca,casaaliel,1489244899.000000,http://www.casaaliel.com.br
default,Livonia,US,1489267898.000000,"Eyeglasses, Prescription Lenses",,lensprooptical,,33200,9579.000000,42.383195,-83.372058,LensPro Optical,LensPro Optical,,248-214-4308,48150,,,Michigan,Schoolcraft Road,,1489267898.000000,http://www.lens-pro.com
shopping,"Taito-ku,",JP,1489478139.000000,"GINZA PARIS offers the finest selection of Second-hand and current handbags, watches, jewelry and accessories.Featuring brands such as LOUIS VUITTON, ROLEX, CARTIER, CHANEL and HERMES.",okachi@ginzaparis.com,ginzaparisokachimachi/,,,9590.000000,35.708033,139.774525,GINZA PARIS,GINZA PARIS,,+(813) 5812 4201,110-0005,,,Tokyo,"4-1-11,Ueno",Ginza_Paris,1489478139.000000,http://ootori-i.co.jp/ginzaparis/shop/okachimachi/en.html
lodging,Pápa,HU,1489403560.000000,"The pictoresque Lake Tölgyerdei is open year-round for your comfortable rest and relaxation. The lake is located at the foot of Bakony, at the border of Pápa, surrounded by 20,000 square meters of landscaped, fenced forest. The 6,500 square  meter lake stocked with valuable fish is perfect for anglers, while the 150 square meter accommodations next to it are perfect for those looking for relaxation.",tolgyerdeito@gmail.com,,,,9586.000000,47.309864,17.511381,Lake Tölgyerdei,,,+36203233596,8500,,,Veszprém,Teveli street,,1489405231.000000,http://www.tolgyerdeito.hu
shopping,Belrin,DE,1489435396.000000,"Nitrokey is an open source USB key to enable secure encryption and signing of data. The secret keys are always stored inside the Nitrokey which protects against malware (such as computer viruses) and attackers. A user-chosen PIN and a tamper-proof smart card protect the Nitrokey in case of loss and theft.[1][2]The hardware and software of Nitrokey are available as open source, free software and open hardware which enables independent parties to verify the security of the device. Nitrokey is supported on Microsoft Windows, Linux, and macOS.",shop@nitrokey.com,,,9a,9587.000000,52.421882,13.273180,Nitrokey UG,Nitrokey UG,,,14167,,,,Melker Str.,,1489435396.000000,https://www.nitrokey.com
default,Hawthorne,US,1489511950.000000,Dental Clinic,brianlee.dds@gmail.com,,,,9592.000000,33.902906,-118.360004,Dr. Brian S Lee DDS,Dr. Brian S Lee DDS,,(310)675-4929,90250,,,California,14221 S Inglewood Ave,,1489511950.000000,http://www.drbrianleedds.com
atm,Gottlieben,CH,1489483299.000000,Change BTC <> EUR/CHF,info@bitcoin-kaufen-schweiz.ch,,,3,9591.000000,47.664553,9.134795,Bitcoin ATM - Hotel Hecht Gottlieben,,,+41 716667474,8274,,,,Seestrasse,,1489516005.000000,http://www.bitcoin-kaufen-schweiz.ch
default,Bilzen,BE,1489527821.000000,Apotheek/ pharmacy,,,,74,9593.000000,50.893502,5.469212,Apotheek Vanmeer,Apotheek Vanmeer,,089519100,3740,,,,Beverststraat,,1489527821.000000,
default,Ravensburg,DE,1489606885.000000,1cscreditprocessing,,candyshoppers,,29,9594.000000,47.786269,9.617345,Candy Shoppers,,,,88212,,,,Gartenstraße,,1489607065.000000,http://www.crashoverride.de
default,Ravensburg,DE,1489607161.000000,chess field (1cscreditprocessing),,,,,9595.000000,47.784752,9.612275,Candy Games,Candy Games,,,88212,,,,Grüner-Turm-Straße,,1489607161.000000,
shopping,Limeira,BR,1489783977.000000,"Totem fotográfico para eventos, Cabine de fotos e diversas outras atrações disponiveis para Aluguel e Venda.",contato@blubox.me,blubox.me,,15,9596.000000,-22.577218,-47.417808,Blubox Atrações Interativas,Blubox Atracoes Interativas,,+55 19 41030136,13484417,,,São Paulo,Rua João Faria da Cunha,,1489783977.000000,http://www.blubox.me
default,Brugge,BE,1489844706.000000,"midwife, women's clinic, obstetrics",Vroedvrouwsimon@vroedvrouwsimon.com,vroedvrouwsimon,,42,9597.000000,51.202959,3.220939,Vroedvrouw Simon,Vroedvrouw Simon,,0488419994,8000,,,België,Oostmeers,,1489844706.000000,http://Www.vroedvrouwsimon.com
default,Brugge,BE,1489845221.000000,"midwife, women's clinic, obstetrics",Vroedvrouwsimon@vroedvrouwsimon.com,vroedvrouwsimon,,1/001,9598.000000,51.196548,3.219584,Vroedvrouw Simon,Vroedvrouw Simon,,0488419994,8000;8200;8310;8380,,,,Marie Popelineplatsoen,,1489845221.000000,http://Www.vroedvrouwsimon.com
sports,Тиват,ME,1489871860.000000,Yachting charter company. Sailing school. Regattas.,info@sailband.com,,,,9599.000000,42.435351,18.690662,Sail Band,,,+38268566126,85320,,,,Blaža Jovanovića,,1489872047.000000,http://www.sailband.com
default,Barcelona,ES,1489874380.000000,SEO Profesional,hola@deseoweb.com,deseoweb,,55-71,9600.000000,41.446784,2.194203,DESEOWEB.COM,,,+34 680 402 180,08030,,,,Passeig de Santa Coloma,,1489874411.000000,https://deseoweb.com
nightlife,Praha,CZ,1489941265.000000,Private Music Club,alva.praha@gmail.com,,,10,9601.000000,50.071963,14.432382,ALVA,,,+420222510656,120 00,,,Vinohrady,Koubkova,,1489941322.000000,
default,Praha,CZ,1489947877.000000,Counseling services and personal development,dominika@counseling.cz,counseling.cz,,12,9602.000000,50.088724,14.430381,Counseling.cz,,,+420602735215,11000,,,,Na Poříčí,,1489947922.000000,http://www.counseling.cz
lodging,Lhota,CZ,1489948306.000000,Scandinavian-style chalet located in pine wood 80m from Lhota lake.,juraj.cech@symbiart.cz,,,223,9603.000000,50.242059,14.661979,Blue Lake house,Blue Lake house,,606621002,27714,,,,Hlavenecká,,1489948306.000000,http://www.bluelake.cz
lodging,Praha,CZ,1489954209.000000,Spacious 1 bedroom apartment for 2-4  people in park close to O2 arena,juraj.cech@symbiart.cz,,,20,9604.000000,50.110585,14.487566,Feng-shui apartment,Feng-shui apartment,,+420606621002,19000,,,,Podvinný mlýn,,1489954209.000000,http://www.bluelake.cz
food,당진시,KR,1490074426.000000,"코스요리:페밀리,스페샬,친구,연인 전가복.동파육.팔보채.탕수육 유니자장면.삼선짬뽕.게살볶음밥.잡탕밥.유산슬밥. 양장피",,,,43,9605.000000,36.885937,126.752529,Chinese restaurant,Chinese restaurant,,041-362-8815,,,,충청남도,거산3거리길 ,,1490074426.000000,
food,Levice,SK,1490092960.000000,,info@pizzacalabria.sk,,,319/24,9606.000000,48.215594,18.611205,Pizza Calabria,Pizza Calabria,,0902411808,934 01,,,,Červenej armády,,1490092960.000000,http://www.pizzacalabria.sk
default,Καλλιθέα,GR,1490120230.000000,"Καμερες ασφαλειεσ, Συναγερμοι,Η/Υ",k.siokas@gmail.com,dnsnetwork.gr,,248,9607.000000,37.951829,23.689420,Dnsnetwork,Dnsnetwork,,6937737182,17575,,,athens,Λυκούργου,,1490120230.000000,
transport,Nice,FR,1490137665.000000,Day tours  in the Côte d'Azur and Provence by Mercedes Minivan.,info@rivierasecret.fr,privatetours.frenchriviera/,,,9608.000000,43.699093,7.281446,Riviera Secret,Riviera Secret,,33 06 26 82 09 44,,,,,,,1490137665.000000,https://bitcoin.fr/rivierasecret-fr/
lodging,rapallo,IT,1490189700.000000,http://facebook.com/Xela1976,azzini.alex@icloud.com,Xela1976,,101 d,9609.000000,44.345151,9.187027,"Appartamento "" Ca du Pescou""","Appartamento "" Ca du Pescou""",,+393314428321,16035,,,genova,via san massimo,AzziniAlex,1490189700.000000,http://www.booking.com/hotel/it/appartamento-ca-du-pescou.it.html?
lodging,rapallo,IT,1490189848.000000,www.booking.com/hotel/it/la-casa-rosa-san-massimo.it.html?,azzini.alex@icloud.com,Xela1976,,102 a,9610.000000,44.345351,9.188046,"Apartment ""La Casa Rosa""","Apartment ""La Casa Rosa""",,+393314428321,16035,,,Genova,via san Massimo,AzziniAlex,1490189848.000000,http://www.booking.com/hotel/it/la-casa-rosa-san-massimo.it.html?
default,La Prairie,CA,1490217281.000000,Centre Chiropratique de qualité au coeur du vieux La Prairie,drfrancois@gochiro.ca,gochiro.ca,,224-228,9611.000000,45.420090,-73.495858,"Dr FrançoisPoulin, Chiropraticien","Dr FrancoisPoulin, Chiropraticien",,450-761-0090,J5R 2J6,,,Quebec,Rue Sainte-Marie,drfpoulin,1490217281.000000,http://www.gochiro.ca
lodging,Balgue,NI,1490217355.000000,A luxury off-grid 2-room guest-house located on the flanks of dormant Maderas Volcano in the town of Balgue on Isla de Ometepe. ,j.rogiest@gmail.com,4elementosguesthouse/,,,9612.000000,11.484903,-85.520132,4Elementos,4Elementos,,,,,,Rivas,las Palmeras road towards Totoco 500m  left hand side,,1490217355.000000,
